,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,Particulate Organic Carbon (mg/L),Extracted Chlorophyll a (µg/L),CTD Specific Conductivity (µS/cm),Total Nitrogen (mg/L),Nitrate + Nitrite (mg N/L),CTD Dissolved Oxygen (mg/L),Total Phosphorus (µg P/L),Secchi Depth (m),Total Suspended Solids (mg/L),CTD Temperature (°C),Turbidity (NTU)
2151,2152.0,2018.0,August   ,Summer,Erie,ER1821,E038G18,ER38,20.4,42.281585,-81.671017,2018-08-12 10:54:00,GMT,19.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE51S71,,2.74666666666667,284.5,0.584,0.373,,7.5825,,,9.9,0.972
2152,2153.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE51S81,,2.5,271.2,0.158,0.02,,2.439,,,24.5,0.531
2153,2154.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,5.5,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE51S82,0.344921097159386,2.74,272.2,0.1278,0.026,,3.7762124999999997,,0.53956,24.5,0.376
2154,2155.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,10.0,Lower Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE51S83,,2.29333333333333,272.2,0.162,0.019,,2.7495,,,24.5,0.358
2155,2156.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,11.0,Thermocline,surface water,INSITU_MEAS,routine field sample,18GE51S84,,3.62,276.8,0.215,0.06,,3.4160000000000004,,,24.3,0.469
2156,2157.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,12.0,Upper Hypolimnion,surface water,INSITU_MEAS,routine field sample,18GE51S85,,5.49333333333333,280.9,0.359,0.107,,5.471,,,14.0,0.77
2157,2158.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,17.0,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,18GE51S86,,5.62,281.4,0.36700000000000005,0.112,,5.385,,,9.4,0.997
2158,2159.0,2018.0,August   ,Summer,Erie,ER1821,E78MG18,ER78M,21.7,42.119467,-81.24686700000001,2018-08-12 15:59:00,GMT,20.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE51S91,,6.06666666666667,281.7,0.272,0.11,,4.9755,,,9.4,0.814
2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,2161.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,19.8,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,18GE52C31,,6.62,,0.354,0.149,,3.982,,,9.5,
2161,2162.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,2.0,Surface,surface water,INSITU_MEAS,lab duplicate,18GE52C41,,,,,,,,,,24.7,
2162,2163.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,20.2,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,18GE52C51,,,,,,,,,,10.1,
2163,2164.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,7.1,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,18GE52C71,,,,,,,,,,24.8,
2164,2165.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,2.0,Surface,surface water,INSITU_MEAS,field duplicate,18GE52D41,,,,,,,,,,24.7,
2165,2166.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,20.2,Bottom Minus,surface water,INSITU_MEAS,field duplicate,18GE52D51,,,,,,,,,,10.1,
2166,2167.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,7.1,Bottom Minus,surface water,INSITU_MEAS,field duplicate,18GE52D71,,,,,,,,,,24.8,
2167,2168.0,2018.0,August   ,Summer,Erie,ER1821,E059G18,ER59,6.7,41.726583000000005,-83.14935,2018-08-11 17:50:00,GMT,2.0,Surface,surface water,INSITU_MEAS,field duplicate,18GE52D81,,10.4666666666667,229.8,0.375,0.169,,10.857500000000002,,,25.3,4.67
2168,2169.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE52I12,,2.26666666666667,,0.319,0.049,,3.8745000000000003,,,,
2169,2170.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE52I32,,2.66666666666667,,0.33799999999999997,0.08900000000000001,,3.488,,,,
2170,2171.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE52I52,,2.24666666666667,,0.221,0.046,,2.6310000000000002,,,,
2171,2172.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE52I72,,4.30666666666667,,0.382,0.19399999999999998,,11.35,,,,
2172,2173.0,2018.0,August   ,Summer,Erie,ER1821,E059G18,ER59,6.7,41.726583000000005,-83.14935,2018-08-11 17:50:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE52I92,,10.8666666666667,,0.424,0.175,,11.060500000000001,,,,
2173,2174.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,0.0,Synthetic Sample,surface water,INSITU_MEAS,field blank,18GE52R00,,0.0538,0.0,-0.01,-0.011,,0.371,,,,0.069
2174,2175.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S01,,2.25333333333333,272.1,0.281,0.053,,3.248,,,24.3,0.444
2175,2176.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE52S02,,2.20666666666667,273.6,0.192,0.048,,3.9275,,,24.3,0.356
2176,2177.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,15.0,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,18GE52S06,,5.22666666666667,282.6,0.297,0.092,,4.977,,,9.6,1.42
2177,2178.0,2018.0,August   ,Summer,Erie,ER1821,E030G18,ER30,19.1,42.4299,-81.205683,2018-08-12 13:15:00,GMT,18.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE52S11,,4.82666666666667,282.3,0.374,0.095,,4.254,,,9.6,0.754
2178,2179.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S21,,1.84666666666667,272.1,0.306,0.067,,2.661,,,24.4,0.332
2179,2180.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE52S22,,1.91333333333333,273.3,0.25,0.074,,2.6745,,,24.4,0.327
2180,2181.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,16.0,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,18GE52S26,,5.6,277.9,0.327,0.148,,4.1434999999999995,,,9.6,0.608
2181,2182.0,2018.0,August   ,Summer,Erie,ER1821,E031G18,ER31,20.0,42.253633,-81.10641700000001,2018-08-12 14:43:00,GMT,19.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE52S31,,6.66,277.8,0.353,0.147,,4.059,,,9.5,0.725
2182,2183.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S41,,1.59333333333333,269.8,,,,,,,24.7,0.317
2183,2184.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,6.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S42,,2.12,271.3,0.172,0.023,,2.8289999999999997,,,24.5,0.359
2184,2185.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,18.0,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,18GE52S46,,4.41333333333333,281.0,0.371,0.184,,5.117,,,10.2,0.92
2185,2186.0,2018.0,August   ,Summer,Erie,ER1821,E032G18,ER32,20.7,42.08185,-81.011833,2018-08-12 18:47:00,GMT,20.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE52S51,,4.51333333333333,280.5,0.336,0.178,,5.3035,,,10.1,1.9
2186,2187.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S61,,4.96666666666667,228.7,0.37200000000000005,0.195,,10.967,,,25.1,7.01
2187,2188.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,4.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE52S62,,3.74,229.3,0.36,0.189,,11.305,,,,7.49
2188,2189.0,2018.0,August   ,Summer,Erie,ER1821,E058G18,ER58,8.1,41.68495,-82.933483,2018-08-11 19:08:00,GMT,7.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE52S71,,4.34,229.5,0.359,0.187,,12.31,,,24.8,6.94
2189,2190.0,2018.0,August   ,Summer,Erie,ER1821,E059G18,ER59,6.7,41.726583000000005,-83.14935,2018-08-11 17:50:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE52S81,,10.9333333333333,229.6,0.402,0.177,,11.271,,,25.3,4.52
2190,2191.0,2018.0,August   ,Summer,Erie,ER1821,E059G18,ER59,6.7,41.726583000000005,-83.14935,2018-08-11 17:50:00,GMT,4.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE52S82,,10.2,231.2,0.445,0.18,,11.2225,,,,5.74
2191,2192.0,2018.0,August   ,Summer,Erie,ER1821,E059G18,ER59,6.7,41.726583000000005,-83.14935,2018-08-11 17:50:00,GMT,5.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE52S91,,9.73333333333333,231.1,0.419,0.188,,10.18,,,25.0,4.86
2192,2193.0,2018.0,August   ,Summer,Erie,ER1821,E092G18,ER92,8.7,41.95,-82.686,2018-08-11 22:06:00,GMT,8.8,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,18GE53C71,,4.5,,0.354,0.163,,7.640499999999999,,,25.1,
2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,2195.0,2018.0,August   ,Summer,Erie,ER1821,E060G18,ER60,7.0,41.892067,-83.196483,2018-08-11 16:30:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE53I12,,9.73333333333333,,0.42700000000000005,0.24100000000000002,,9.2845,,,,
2195,2196.0,2018.0,August   ,Summer,Erie,ER1821,E061G18,ER61,6.8,41.946952,-83.045087,2018-08-11 14:46:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE53I32,,2.56,,0.354,0.22399999999999998,,5.631,,,,
2196,2197.0,2018.0,August   ,Summer,Erie,ER1821,E91MG18,ER91M,9.0,41.84125,-82.916733,2018-08-11 20:27:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE53I52,,4.44666666666667,,0.33299999999999996,0.179,,7.5405,,,,
2197,2198.0,2018.0,August   ,Summer,Erie,ER1821,E092G18,ER92,8.7,41.95,-82.686,2018-08-11 22:06:00,GMT,8.0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE53I72,,4.80666666666667,,0.322,0.154,,7.6594999999999995,,,,
2198,2199.0,2018.0,August   ,Summer,Erie,ER1821,E93bG18,ER93B,41.0,42.616433,-80.00092,2018-08-13 10:52:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE53I92,,1.56666666666667,,0.268,0.094,,10.4245,,,,
2199,2200.0,2018.0,August   ,Summer,Erie,ER1821,E060G18,ER60,7.0,41.892067,-83.196483,2018-08-11 16:30:00,GMT,,Synthetic Sample,surface water,INSITU_MEAS,field blank,18GE53R00,,0.019,0.0,-0.017,-0.006321,,0.6719999999999999,,,25.7,0.066
2200,2201.0,2018.0,August   ,Summer,Erie,ER1821,E060G18,ER60,7.0,41.892067,-83.196483,2018-08-11 16:30:00,GMT,1.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE53S01,,9.0,231.1,0.43,0.258,,9.4005,,,25.7,1.63
2201,2202.0,2018.0,August   ,Summer,Erie,ER1821,E060G18,ER60,7.0,41.892067,-83.196483,2018-08-11 16:30:00,GMT,4.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE53S02,,9.86666666666667,232.5,0.44299999999999995,0.254,,8.739,,,,1.73
2202,2203.0,2018.0,August   ,Summer,Erie,ER1821,E060G18,ER60,7.0,41.892067,-83.196483,2018-08-11 16:30:00,GMT,6.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE53S11,,10.0,232.6,0.401,0.24,,8.3205,,,25.1,1.63
2203,2204.0,2018.0,August   ,Summer,Erie,ER1821,E061G18,ER61,6.8,41.946952,-83.045087,2018-08-11 14:46:00,GMT,1.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE53S21,,2.35333333333333,212.2,0.33899999999999997,0.219,,5.5755,,,24.8,2.49
2204,2205.0,2018.0,August   ,Summer,Erie,ER1821,E061G18,ER61,6.8,41.946952,-83.045087,2018-08-11 14:46:00,GMT,4.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE53S22,,2.69333333333333,212.8,0.344,0.223,,6.686,,,,3.1
2205,2206.0,2018.0,August   ,Summer,Erie,ER1821,E061G18,ER61,6.8,41.946952,-83.045087,2018-08-11 14:46:00,GMT,6.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE53S31,,1.59333333333333,212.8,0.34,0.221,,5.8355,,,24.6,2.57
2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2208.0,2018.0,August   ,Summer,Erie,ER1821,E91MG18,ER91M,9.0,41.84125,-82.916733,2018-08-11 20:27:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE53S41,,4.12,218.0,0.34700000000000003,0.176,,7.458,,,25.0,1.86
2208,2209.0,2018.0,August   ,Summer,Erie,ER1821,E91MG18,ER91M,9.0,41.84125,-82.916733,2018-08-11 20:27:00,GMT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE53S42,,4.67333333333333,218.5,0.32299999999999995,0.17,,6.0005,,,,1.96
2209,2210.0,2018.0,August   ,Summer,Erie,ER1821,E91MG18,ER91M,9.0,41.84125,-82.916733,2018-08-11 20:27:00,GMT,8.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE53S51,,4.49333333333333,218.5,0.38,0.179,,6.5305,,,24.7,1.98
2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,2212.0,2018.0,August   ,Summer,Erie,ER1821,E092G18,ER92,8.7,41.95,-82.686,2018-08-11 22:06:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,18GE53S61,,5.24666666666667,228.3,0.36,0.156,,8.588000000000001,,,25.5,2.61
2212,2213.0,2018.0,August   ,Summer,Erie,ER1821,E092G18,ER92,8.7,41.95,-82.686,2018-08-11 22:06:00,GMT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,18GE53S62,,4.90666666666667,228.5,0.311,0.154,,7.929,,,,2.61
2213,2214.0,2018.0,August   ,Summer,Erie,ER1821,E092G18,ER92,8.7,41.95,-82.686,2018-08-11 22:06:00,GMT,8.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE53S71,,4.04666666666667,228.7,0.33,0.181,,8.1115,,,25.1,2.68
2214,2215.0,2018.0,August   ,Summer,Erie,ER1821,E93bG18,ER93B,41.0,42.616433,-80.00092,2018-08-13 10:52:00,GMT,39.4,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE53S91,,0.150666666666667,,0.34,0.17600000000000002,,9.792,,,5.1,
2215,2216.0,2018.0,August   ,Summer,Erie,ER1821,E93bG18,ER93B,41.0,42.616433,-80.00092,2018-08-13 10:52:00,GMT,17.0,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,18GE53S95,,0.76,,,,,,,,7.1,
2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2219.0,2018.0,August   ,Summer,Erie,ER1821,E95bG18,ER95B,15.6,42.0,-80.66703299999999,2018-08-12 20:36:00,GMT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GE54I12,,1.52666666666667,,0.318,0.133,,10.4455,,,,
2219,2220.0,2018.0,August   ,Summer,Erie,ER1821,E95bG18,ER95B,15.6,42.0,-80.66703299999999,2018-08-12 20:36:00,GMT,14.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GE54S11,,1.98,,0.34299999999999997,0.166,,10.535,,,23.7,
2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2222.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,,Ten Meter,surface water,Individual QC,lab duplicate,19GE05C63,,,,,,,1.76856666666667,,,,
2222,2223.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,,Bottom Minus 10,surface water,INSITU_MEAS,lab duplicate,19GE05C90,,1.25333333333333,,0.32299999999999995,0.221,,9.8405,,,,
2223,2224.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,field duplicate,19GE05D63,,1.25333333333333,280.4,0.335,0.214,,8.769,,,1.7,0.301
2224,2225.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE05I72,,1.16666666666667,,0.324,0.212,,8.995000000000001,,,,
2225,2226.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE05I92,,1.10666666666667,,0.32299999999999995,0.226,,12.429,,,,
2226,2227.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,,Synthetic Sample,surface water,INSITU_MEAS,field blank,19GE05R80,,0.0130666666666667,0.99,-0.021,-0.013,,0.1365,,,,1.46
2227,2228.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,19GE05S61,,1.22666666666667,279.1,0.322,0.216,,10.933,,,1.7,0.517
2228,2229.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,19GE05S62,,1.25333333333333,281.1,0.32899999999999996,0.215,,9.6665,,,1.7,0.352
2229,2230.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,19GE05S63,0.0864808857440948,1.2066666666666699,280.3,0.19493749999999999,0.215,,7.597508333333332,,0.43,1.7,0.27899999999999997
2230,2231.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,19GE05S64,,1.20666666666667,279.0,0.326,0.21,,9.607,,,1.7,0.304
2231,2232.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,30.0,Thirty Meter,surface water,INSITU_MEAS,routine field sample,19GE05S65,,1.26,280.3,0.32299999999999995,0.211,,10.026,,,1.7,0.31
2232,2233.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,40.0,Forty Meter,surface water,INSITU_MEAS,routine field sample,19GE05S66,,1.18,280.0,0.342,0.215,,9.7195,,,1.7,0.29
2233,2234.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,54.0,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,19GE05S70,,1.2,279.6,0.32799999999999996,0.222,,9.671,,,1.7,0.275
2234,2235.0,2019.0,April    ,Spring,Erie,ER1911,E15MA19,ER15M,65.0,42.51625,-79.8929,2019-04-22 21:31:00,GMT,62.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,19GE05S71,,1.14666666666667,279.9,0.331,0.223,,9.145,,,1.7,0.295
2235,2236.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,19GE05S81,,1.28,279.6,0.321,0.221,,10.902999999999999,,,1.7,0.42
2236,2237.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,23.2,Middle Depth,surface water,INSITU_MEAS,routine field sample,19GE05S83,,1.35333333333333,281.3,0.322,0.221,,9.5705,,,1.7,0.302
2237,2238.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,19GE05S8A,,,,,,,,,,1.7,
2238,2239.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,19GE05S8B,,,,,,,,,,1.7,
2239,2240.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,19GE05S8C,,,,,,,,,,1.7,
2240,2241.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,36.5,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,19GE05S90,,1.16666666666667,279.8,0.314,0.22,,9.218,,,1.7,0.405
2241,2242.0,2019.0,April    ,Spring,Erie,ER1911,E063A19,ER63,46.0,42.416267,-79.80058299999999,2019-04-22 19:53:00,GMT,45.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,19GE05S91,,1.15333333333333,274.5,0.31,0.221,,10.629999999999999,,,1.7,0.3
2242,2243.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,2.0,Surface,surface water,INSITU_MEAS,lab duplicate,19GE06C01,,,,,,,,,,1.3,
2243,2244.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,2.0,Surface,surface water,INSITU_MEAS,field duplicate,19GE06D01,,,,,,,,,,1.3,
2244,2245.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE06I12,,3.06666666666667,,0.316,0.215,,8.3825,,,,
2245,2246.0,2019.0,April    ,Spring,Erie,ER1911,E010A19,ER10,33.0,42.680052,-79.69255,2019-04-23 04:29:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE06I32,,0.993333333333333,,0.366,0.252,,8.7285,,,,
2246,2247.0,2019.0,April    ,Spring,Erie,ER1911,E042A19,ER42,23.2,41.964633,-82.04175,2019-04-21 15:50:00,GMT,2.0,"Integrated, Spring",surface water,Individual,routine field sample,19GE06I52,,5.96,,0.292,0.067,,10.7625,,,,
2247,2248.0,2019.0,April    ,Spring,Erie,ER1911,E043A19,ER43,23.0,41.704917,-81.945483,2019-04-21 13:53:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE06I72,,7.26666666666667,,0.267,0.106,,12.8625,,,,
2248,2249.0,2019.0,April    ,Spring,Erie,ER1911,E073A19,ER73,25.1,41.97785,-81.75778299999999,2019-04-21 20:37:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,19GE06I92,,6.18,,0.243,0.081,,9.2385,,,,
2249,2250.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,19GE06S01,,3.1,277.7,0.324,0.216,,8.276,,,1.3,0.597
2250,2251.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,25.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,19GE06S03,,2.95333333333333,278.7,0.33899999999999997,0.214,,10.401,,,1.3,0.541
2251,2252.0,2019.0,April    ,Spring,Erie,ER1911,E009A19,ER09,50.0,42.53825,-79.615983,2019-04-23 06:08:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,19GE06S0A,,,,,,,,,,1.3,
