Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,ANL_CODE_6,ANALYTE_6,VALUE_6,UNITS_6,FRACTION_6,METHOD_6,RESULT_REMARK_6,ANL_CODE_7,ANALYTE_7,VALUE_7,UNITS_7,FRACTION_7,METHOD_7,RESULT_REMARK_7,ANL_CODE_8,ANALYTE_8,VALUE_8,UNITS_8,FRACTION_8,METHOD_8,RESULT_REMARK_8,ANL_CODE_9,ANALYTE_9,VALUE_9,UNITS_9,FRACTION_9,METHOD_9,RESULT_REMARK_9,ANL_CODE_10,ANALYTE_10,VALUE_10,UNITS_10,FRACTION_10,METHOD_10,RESULT_REMARK_10,ANL_CODE_11,ANALYTE_11,VALUE_11,UNITS_11,FRACTION_11,METHOD_11,RESULT_REMARK_11,ANL_CODE_12,ANALYTE_12,VALUE_12,UNITS_12,FRACTION_12,METHOD_12,RESULT_REMARK_12,
"2119","2018","August   ","Summer","Erie","ER1821","E010G18","ER10","31","42.679883","-79.691798","2018/08/13 12:49","GMT","30.7","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE50S51","Chlor-a","Chlorophyll-a","0.253333333333333","ug/l","","LG405","","Cond","Conductivity","278.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.367","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.181","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.535","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.947","ug/l","Total/Bulk","LG204","","Temp","Temperature","5.8","C","Not applicable","NA","","Turb","Turbidity","0.197","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2120","2018","August   ","Summer","Erie","ER1821","E010G18","ER10","31","42.679883","-79.691798","2018/08/13 12:49","GMT","17","Deep Chlorophyll Layer","surface water","INSITU_MEAS","routine field sample","18GE50S55","Chlor-a","Chlorophyll-a","1.18","ug/l","","LG405","Non Representative Sample","Cond","Conductivity","278.5","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.371","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.187","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.422","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.888","ug/l","Total/Bulk","LG204","","Temp","Temperature","7.1","C","Not applicable","NA","","Turb","Turbidity","0.498","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2121","2018","August   ","Summer","Erie","ER1821","E010G18","ER10","31","42.679883","-79.691798","2018/08/13 12:00","GMT","","","sediment","Individual QC","routine field sample","18GE50S59","C-org","Carbon, Organic","24.7451719440246","mg/g","Total/Bulk","LG601","","N-tot","Nitrogen, Total","1.08830758426966","mg/g","Total/Bulk","LG602","","P-tot","Phosphorus, Total as P","0.814559216384684","mg/g","Total/Bulk","LG600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2122","2018","August   ","Summer","Erie","ER1821","E042G18","ER42","20.5","41.965253","-82.041555","2018/08/12 03:41","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE50S61","Chlor-a","Chlorophyll-a","3.71333333333333","ug/l","","LG405","","Cond","Conductivity","274","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.34","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.158","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.8","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.501","ug/l","Total/Bulk","LG204","Field Duplicate, failed","Temp","Temperature","25.1","C","Not applicable","NA","","Turb","Turbidity","0.662","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2123","2018","August   ","Summer","Erie","ER1821","E042G18","ER42","20.5","41.965253","-82.041555","2018/08/12 03:41","GMT","5","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","18GE50S62","Chlor-a","Chlorophyll-a","4.94","ug/l","","LG405","","Cond","Conductivity","277.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.36","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.173","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.525","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.437","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.8","C","Not applicable","NA","","Turb","Turbidity","0.729","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2124","2018","August   ","Summer","Erie","ER1821","E042G18","ER42","20.5","41.965253","-82.041555","2018/08/12 03:41","GMT","17.5","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","18GE50S66","Chlor-a","Chlorophyll-a","3.32666666666667","ug/l","","LG405","","Cond","Conductivity","282.5","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.504","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.362","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.631","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.472","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.3","C","Not applicable","NA","","Turb","Turbidity","0.743","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2125","2018","August   ","Summer","Erie","ER1821","E042G18","ER42","20.5","41.965253","-82.041555","2018/08/12 03:41","GMT","20","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE50S71","Chlor-a","Chlorophyll-a","3.87333333333333","ug/l","","LG405","","Cond","Conductivity","284.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.568","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.342","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.321","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.571","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.3","C","Not applicable","NA","","Turb","Turbidity","0.793","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2126","2018","August   ","Summer","Erie","ER1821","E043G18","ER43","20.3","41.788","-81.945","2018/08/11 01:48","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE50S81","Chlor-a","Chlorophyll-a","4.11333333333333","ug/l","","LG405","","Cond","Conductivity","275.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.416","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.228","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.622","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.235","ug/l","Total/Bulk","LG204","","Temp","Temperature","25.3","C","Not applicable","NA","","Turb","Turbidity","0.751","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2127","2018","August   ","Summer","Erie","ER1821","E043G18","ER43","20.3","41.788","-81.945","2018/08/11 01:48","GMT","6.5","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","18GE50S82","C-org","Carbon, Organic","0.624928494294484","mg/l","Residue","LG207","Performance Check, failed","Chlor-a","Chlorophyll-a","5.75333333333333","ug/l","","LG405","","Cond","Conductivity","274","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.429","mg/l","Filtrate","LG214","","N-tot","Nitrogen, Total","0.0774666666666667","mg/l","Residue","LG208","","NO2+NO3","Nitrogen, Total Oxidized","0.235","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.901","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.39823333333333","ug/l","Residue","LG209","","P-tot","Phosphorus, Total as P","7.962","ug/l","Total/Bulk","LG204","","TSS","Suspended solids, total","10.9798","mg/l","Residue","LG302","","Temp","Temperature","24.8","C","Not applicable","NA","","Turb","Turbidity","0.804","NTU","Total/Bulk","LG500","",
"2128","2018","August   ","Summer","Erie","ER1821","E043G18","ER43","20.3","41.788","-81.945","2018/08/11 01:48","GMT","17.5","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","18GE50S86","Chlor-a","Chlorophyll-a","3.86666666666667","ug/l","","LG405","","Cond","Conductivity","288.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.576","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.386","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.991","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.154","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.4","C","Not applicable","NA","","Turb","Turbidity","0.903","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2129","2018","August   ","Summer","Erie","ER1821","E043G18","ER43","20.3","41.788","-81.945","2018/08/11 01:48","GMT","19.9","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE50S91","Chlor-a","Chlorophyll-a","3.62","ug/l","","LG405","","Cond","Conductivity","290.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.555","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.381","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.75","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.305","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.5","C","Not applicable","NA","","Turb","Turbidity","0.86","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2130","2018","August   ","Summer","Erie","ER1821","E043G18","ER43","20.3","41.788","-81.945","2018/08/12 02:15","GMT","","","sediment","Individual QC","routine field sample","18GE50S99","C-org","Carbon, Organic","42.7297016393618","mg/g","Total/Bulk","LG601","","N-tot","Nitrogen, Total","2.16145374449339","mg/g","Total/Bulk","LG602","","P-tot","Phosphorus, Total as P","0.652421236872812","mg/g","Total/Bulk","LG600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2131","2018","August   ","Summer","Erie","ER1821","E78MG18","ER78M","21.7","42.119467","-81.246867","2018/08/12 15:59","GMT","","Mid Epilimnion","surface water","INSITU_MEAS","lab duplicate","18GE51C82","C-org","Carbon, Organic","0.318379774689674","mg/l","Residue","LG207","Performance Check, failed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2132","2018","August   ","Summer","Erie","ER1821","E073G18","ER73","22.4","41.977817","-81.7572","2018/08/12 05:12","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","18GE51I12","Chlor-a","Chlorophyll-a","3.36666666666667","ug/l","","LG405","","N-tot","Nitrogen, Total","0.299","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.087","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.982","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.076","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2133","2018","August   ","Summer","Erie","ER1821","E036G18","ER36","21.4","41.931483","-81.47995","2018/08/12 08:03","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","18GE51I32","Chlor-a","Chlorophyll-a","2.74","ug/l","","LG405","","N-tot","Nitrogen, Total","0.208","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.031","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.778","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.808","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2134","2018","August   ","Summer","Erie","ER1821","E037G18","ER36","22","42.110585","-81.575252","2018/08/12 09:32","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","18GE51I52","Chlor-a","Chlorophyll-a","4.68666666666667","ug/l","","LG405","","N-tot","Nitrogen, Total","0.364","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.194","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.967","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.989","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2135","2018","August   ","Summer","Erie","ER1821","E038G18","ER38","20.4","42.281585","-81.671017","2018/08/12 10:54","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","18GE51I72","Chlor-a","Chlorophyll-a","5.01333333333333","ug/l","","LG405","","N-tot","Nitrogen, Total","0.447","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.18","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.324","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.119","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2136","2018","August   ","Summer","Erie","ER1821","E78MG18","ER78M","21.7","42.119467","-81.246867","2018/08/12 15:59","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","18GE51I92","Chlor-a","Chlorophyll-a","2.5","ug/l","","LG405","","N-tot","Nitrogen, Total","0.258","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.022","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.795","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.383","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2137","2018","August   ","Summer","Erie","ER1821","E073G18","ER73","22.4","41.977817","-81.7572","2018/08/12 05:12","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE51S01","Chlor-a","Chlorophyll-a","2.95333333333333","ug/l","","LG405","","Cond","Conductivity","275.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.264","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.093","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.167","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.695","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.9","C","Not applicable","NA","","Turb","Turbidity","0.41","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2138","2018","August   ","Summer","Erie","ER1821","E073G18","ER73","22.4","41.977817","-81.7572","2018/08/12 05:12","GMT","7","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","18GE51S02","Chlor-a","Chlorophyll-a","3.24","ug/l","","LG405","","Cond","Conductivity","276.5","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.277","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.096","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.11","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.849","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.8","C","Not applicable","NA","","Turb","Turbidity","0.616","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2139","2018","August   ","Summer","Erie","ER1821","E073G18","ER73","22.4","41.977817","-81.7572","2018/08/12 05:12","GMT","21.9","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE51S11","Chlor-a","Chlorophyll-a","1.8","ug/l","","LG405","","Cond","Conductivity","279.3","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.336","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.15","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.829","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.177","ug/l","Total/Bulk","LG204","","Temp","Temperature","8.9","C","Not applicable","NA","","Turb","Turbidity","0.738","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2140","2018","August   ","Summer","Erie","ER1821","E073G18","ER73","22.4","41.977817","-81.7572","2018/08/12 05:12","GMT","20.5","Deep Chlorophyll Layer","surface water","INSITU_MEAS","routine field sample","18GE51S15","Chlor-a","Chlorophyll-a","1.82","ug/l","","LG405","Non Representative Sample","Cond","Conductivity","277.8","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.33","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.155","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.426","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.791","ug/l","Total/Bulk","LG204","","Temp","Temperature","8.9","C","Not applicable","NA","","Turb","Turbidity","0.878","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2141","2018","August   ","Summer","Erie","ER1821","E036G18","ER36","21.4","41.931483","-81.47995","2018/08/12 08:03","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE51S21","Chlor-a","Chlorophyll-a","2.44666666666667","ug/l","","LG405","","Cond","Conductivity","270.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.172","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.021","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.375","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.562","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.7","C","Not applicable","NA","","Turb","Turbidity","0.493","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2142","2018","August   ","Summer","Erie","ER1821","E036G18","ER36","21.4","41.931483","-81.47995","2018/08/12 08:03","GMT","6","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","18GE51S22","Chlor-a","Chlorophyll-a","2.67333333333333","ug/l","","LG405","","Cond","Conductivity","271.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.211","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.032","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.826","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.84","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.7","C","Not applicable","NA","","Turb","Turbidity","0.343","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2143","2018","August   ","Summer","Erie","ER1821","E036G18","ER36","21.4","41.931483","-81.47995","2018/08/12 08:03","GMT","17.9","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","18GE51S26","Chlor-a","Chlorophyll-a","4","ug/l","","LG405","","Cond","Conductivity","274","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.269","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.128","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.892","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.034","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.2","C","Not applicable","NA","","Turb","Turbidity","0.902","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2144","2018","August   ","Summer","Erie","ER1821","E036G18","ER36","21.4","41.931483","-81.47995","2018/08/12 08:03","GMT","20.9","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE51S31","Chlor-a","Chlorophyll-a","4.1","ug/l","","LG405","","Cond","Conductivity","273.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.317","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.123","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.223","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.708","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.2","C","Not applicable","NA","","Turb","Turbidity","0.902","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2145","2018","August   ","Summer","Erie","ER1821","E037G18","ER36","22","42.110585","-81.575252","2018/08/12 09:32","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE51S41","Chlor-a","Chlorophyll-a","4.84666666666667","ug/l","","LG405","","Cond","Conductivity","266.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.279","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.153","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.834","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.124","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.8","C","Not applicable","NA","","Turb","Turbidity","0.817","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2146","2018","August   ","Summer","Erie","ER1821","E037G18","ER36","22","42.110585","-81.575252","2018/08/12 09:32","GMT","5","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","18GE51S42","Chlor-a","Chlorophyll-a","4.84","ug/l","","LG405","","Cond","Conductivity","268","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.334","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.15","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.692","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.2","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.8","C","Not applicable","NA","","Turb","Turbidity","0.885","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2147","2018","August   ","Summer","Erie","ER1821","E037G18","ER36","22","42.110585","-81.575252","2018/08/12 09:32","GMT","18","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","18GE51S46","Chlor-a","Chlorophyll-a","3.51333333333333","ug/l","","LG405","","Cond","Conductivity","285.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.481","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.326","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.278","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.744","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.4","C","Not applicable","NA","","Turb","Turbidity","1.28","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2148","2018","August   ","Summer","Erie","ER1821","E037G18","ER36","22","42.110585","-81.575252","2018/08/12 09:32","GMT","21.9","Bottom Minus","surface water","INSITU_MEAS","routine field sample","18GE51S51","Chlor-a","Chlorophyll-a","3.54","ug/l","","LG405","","Cond","Conductivity","284.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.465","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.302","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.083","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.221","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.3","C","Not applicable","NA","","Turb","Turbidity","0.861","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2149","2018","August   ","Summer","Erie","ER1821","E038G18","ER38","20.4","42.281585","-81.671017","2018/08/12 10:54","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","18GE51S61","Chlor-a","Chlorophyll-a","4.96","ug/l","","LG405","","Cond","Conductivity","265.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.361","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.171","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.784","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.94","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.9","C","Not applicable","NA","","Turb","Turbidity","0.743","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2150","2018","August   ","Summer","Erie","ER1821","E038G18","ER38","20.4","42.281585","-81.671017","2018/08/12 10:54","GMT","5","Surface","surface water","INSITU_MEAS","routine field sample","18GE51S62","Chlor-a","Chlorophyll-a","5.11333333333333","ug/l","","LG405","","Cond","Conductivity","284","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.524","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.313","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.808","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.145","ug/l","Total/Bulk","LG204","","Temp","Temperature","10.2","C","Not applicable","NA","","Turb","Turbidity","0.844","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2151","2018","August   ","Summer","Erie","ER1821","E038G18","ER38","20.4","42.281585","-81.671017","2018/08/12 10:54","GMT","15","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","18GE51S66","Chlor-a","Chlorophyll-a","2.62","ug/l","","LG405","","Cond","Conductivity","285.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.601","mg/l","Filtrate","LG214","","NO2+NO3","Nitrogen, Total Oxidized","0.376","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.264","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.647","ug/l","Total/Bulk","LG204","","Temp","Temperature","9.9","C","Not applicable","NA","","Turb","Turbidity","0.915","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
